,ID1_G,ID2_G,ID_T_G,ID_R_G,Winner
3067,7806,9471,12813,9,9471
3068,12498,24797,13189,9,12498
3069,7732,28832,13189,9,7732
3070,29457,17358,13195,5,17358
3071,21254,18480,13195,5,18480
3072,31568,2139,13197,5,31568
3073,8515,28600,13197,5,8515
3074,22235,19857,13199,5,22235
3075,13101,29663,13199,5,29663
3076,27262,28684,13199,5,28684
3077,40434,24932,13199,5,24932
3078,23099,14967,13189,9,14967
3079,23012,18720,13189,9,18720
3080,23090,22227,13196,5,23090
3081,3849,8354,13196,5,3849
3082,21460,6534,13196,5,21460
3083,11575,13231,13196,5,13231
3084,21189,22707,13197,5,22707
3085,29579,36333,13197,5,29579
3086,13968,20099,12988,9,20099
3087,11517,762,12988,9,762
3088,13267,18089,13187,5,18089
3089,5838,9584,12814,3,9584
3090,13963,17123,12988,9,17123
3091,13576,12587,12988,9,12587
3092,28762,15021,13187,9,15021
3093,27531,17741,13187,9,27531
3094,29462,12226,13187,9,12226
3095,427,24225,12814,3,427
3096,12653,4454,12814,3,4454
3097,935,7345,12814,3,7345
3098,4003,6431,12814,3,6431
3099,18422,21973,13206,4,18422
3100,22428,30395,13206,4,22428
3101,31663,21418,13206,4,31663
3102,14410,22459,13206,4,14410
3103,22979,38274,13206,4,22979
3104,641,17929,13210,4,641
3105,11224,23336,13210,4,11224
3106,13950,18282,13210,4,18282
3107,1687,25853,13211,4,1687
3108,42971,29715,13211,4,29715
3109,29716,32817,13211,4,32817
3110,22426,17747,13213,4,22426
3111,14432,11940,12814,4,11940
3112,1837,609,12814,4,609
3113,673,11373,12814,4,673
3114,578,9833,12814,4,9833
3115,1035,4067,12814,4,4067
3116,1113,7459,12814,4,7459
3117,18017,1181,12814,4,1181
3118,4045,678,12814,4,678
3119,11923,13447,12814,4,13447
3120,10231,14814,12990,4,10231
3121,10011,20465,12990,4,20465
3122,838,31392,12990,4,838
3123,10415,7818,12990,4,7818
3124,18440,30099,13209,4,18440
3125,27547,30798,13209,4,27547
3126,29180,34172,13216,4,29180
3127,4344,38343,13216,4,4344
3128,13031,31330,13217,4,13031
3129,13101,21189,13217,4,13101
3130,21431,47028,13217,4,21431
3131,28932,20133,13217,4,28932
3132,31331,30611,13217,4,30611
3133,13607,34431,13218,4,13607
3134,43928,25082,13218,4,43928
3135,4453,9041,13218,4,4453
3136,38783,24706,13218,4,38783
3137,17250,43235,13218,4,17250
3138,30629,31458,13218,4,31458
3139,36042,5134,13220,4,36042
3140,33298,9535,13220,4,33298
3141,22704,35086,13220,4,22704
3142,10288,23335,13220,4,10288
3143,7286,28290,13220,4,7286
3144,21109,30614,13220,4,30614
3145,43280,35087,13220,4,43280
3146,28898,14171,13220,4,28898
3147,1042,3492,12814,4,3492
3148,50653,39067,12814,4,39067
3149,11226,20654,12814,4,11226
3150,935,2123,12814,4,2123
3151,14407,40857,12814,4,40857
3152,6848,791,12814,4,791
3153,3985,14177,12814,4,3985
3154,29610,25408,13208,4,25408
3155,3586,30518,13208,4,3586
3156,7732,12861,13208,4,7732
3157,24870,25546,13208,4,24870
3158,23099,4373,13208,4,4373
3159,23012,19514,13208,4,23012
3160,20764,22112,13213,4,22112
3161,30537,29047,13213,4,30537
3162,23240,23315,13213,4,23315
3163,24703,19879,13213,4,19879
3164,10320,13404,13217,4,10320
3165,563,5961,12814,4,5961
3166,10975,11861,13208,4,10975
3167,14894,11323,13208,4,14894
3168,17005,29256,13212,5,17005
3169,26926,401,13212,5,401
3170,8662,13584,13212,5,8662
3171,14892,25540,13212,5,14892
3172,13966,11742,13212,5,11742
3173,22798,11957,13214,4,11957
3174,30419,26140,13214,4,26140
3175,17358,8672,13214,4,17358
3176,13626,21254,13214,4,21254
3177,12525,18378,13214,4,12525
3178,30470,39306,13214,4,30470
3179,3676,13844,13214,4,13844
3180,14889,24955,13215,4,24955
3181,11388,11575,13215,4,11575
3182,12938,23532,13215,4,12938
3183,7612,19685,13215,4,19685
3184,3849,24650,13215,4,3849
3185,8354,7657,13215,4,7657
3186,23998,25604,13215,4,23998
3187,28860,10584,13216,4,28860
3188,12226,36278,13204,5,12226
3189,4025,25160,13206,5,4025
3190,17264,22428,13206,5,22428
3191,13944,13637,13206,5,13637
3192,22979,14410,13206,5,22979
3193,9493,18250,13206,5,9493
3194,672,4964,12814,5,672
3195,18422,18189,13206,5,18422
3196,10363,31663,13206,5,10363
3197,17903,2034,13206,5,2034
3198,20702,24756,13209,4,24756
3199,26473,24531,13211,4,26473
3200,26421,30838,13211,4,30838
3201,24397,27056,13219,4,24397
3202,22056,12055,13219,4,22056
3203,12194,29661,13219,4,12194
3204,9941,3466,13219,4,9941
3205,6340,30292,12814,4,30292
3206,41095,21097,12814,4,21097
3207,24008,14727,12814,4,14727
3208,17474,4003,12814,5,4003
3209,7043,22439,12814,5,7043
3210,1092,20648,12814,5,1092
3211,8806,13799,12814,5,8806
3212,619,13674,12990,4,13674
3213,18648,1747,12990,4,1747
3214,16433,12614,12990,5,12614
3215,4236,10415,12990,5,4236
3216,21397,22761,13209,4,21397
3217,23753,23204,13210,4,23753
3218,10990,8858,13210,4,10990
3219,36397,26951,13211,4,36397
3220,23348,8660,13211,4,8660
3221,11358,32913,13218,4,11358
3222,20285,18579,13218,4,18579
3223,30626,20354,13218,4,30626
3224,18225,14536,13219,4,14536
3225,26236,44545,13219,4,26236
3226,33298,36042,13220,5,33298
3227,22704,17961,13220,5,22704
3228,22774,6694,13220,5,22774
3229,7348,21109,13220,5,7348
3230,28898,43280,13220,5,28898
3231,49942,12244,12814,4,49942
3232,6691,12653,12814,5,12653
3233,22434,6080,12814,5,6080
3234,5837,20847,12814,5,5837
3235,918,12043,12814,5,12043
3236,655,22433,12814,5,655
3237,26221,23298,12990,5,23298
3238,17964,24717,13207,5,17964
3239,29469,25105,13207,5,29469
3240,12229,12316,13207,5,12229
3241,22189,28346,13209,4,28346
3242,21396,30211,13209,4,30211
3243,13804,22949,13209,4,22949
3244,13617,14130,13211,4,13617
3245,21893,21559,13211,4,21559
3246,22269,23082,13211,4,22269
3247,8659,11942,13211,4,8659
3248,11020,30607,13213,5,11020
3249,30537,20764,13213,5,30537
3250,34693,25861,13213,5,25861
3251,30931,29351,13213,5,29351
3252,23240,24297,13213,5,23240
3253,17749,39322,13213,5,17749
3254,19871,22426,13213,5,19871
3255,24703,14861,13213,5,14861
3256,26320,13017,13219,4,13017
3257,38135,42459,12814,4,42459
3258,13511,50268,12814,4,13511
3259,674,18485,12814,5,674
3260,1075,20655,12814,5,1075
3261,5083,6431,12990,5,6431
3262,25757,34964,13207,5,25757
3263,14894,25818,13208,5,14894
3264,7732,14967,13208,5,14967
3265,23099,24870,13208,5,23099
3266,10051,21398,13209,4,21398
3267,12852,24721,13214,5,24721
3268,22798,30419,13214,5,30419
3269,12195,26890,13214,5,26890
3270,17358,33502,13214,5,33502
3271,13626,13398,13214,5,13398
3272,30470,12525,13214,5,12525
3273,3685,17649,13216,4,3685
3274,29257,29594,13216,4,29257
3275,27113,28946,13216,4,27113
3276,1798,14738,13216,4,1798
3277,36333,8818,13216,4,36333
3278,30353,19812,13216,4,19812
3279,28600,6215,13216,4,6215
3280,28063,51585,12814,4,28063
3281,49879,11146,12814,4,49879
3282,47343,29299,12814,4,47343
3283,11704,7806,12814,5,11704
3284,8721,20193,12814,5,20193
3285,4010,9471,12814,5,4010
3286,7295,12190,12814,5,7295
3287,24429,47619,12990,4,47619
3288,29610,10975,13208,5,10975
3289,18720,3586,13208,5,18720
3290,23012,29905,13208,5,29905
3291,14739,18665,13210,4,14739
3292,34548,24127,13210,4,34548
3293,14884,10494,13210,4,14884
3294,12544,14427,13210,4,14427
3295,22707,25798,13216,4,22707
3296,32723,2139,13217,4,2139
3297,29579,26143,13217,4,26143
3298,31358,29663,13217,4,31358
3299,20559,33652,13217,4,33652
3300,23146,28684,13217,4,28684
3301,18365,26144,13217,4,26144
3302,14588,26060,13217,4,14588
3303,18771,27745,13218,4,18771
3304,8440,34028,13218,4,8440
3305,8706,24763,13218,4,8706
3306,20102,25708,13218,4,25708
3307,24840,38551,13218,4,24840
3308,10288,11378,13220,5,10288
3309,7286,26839,13220,5,26839
3310,12767,11362,13212,5,11362
3311,18089,13967,13212,5,18089
3312,28774,26845,13214,5,26845
3313,31782,3676,13214,5,3676
3314,14889,30809,13215,5,30809
3315,11309,24069,13215,5,11309
3316,9543,24240,13215,5,24240
3317,13231,13969,13215,5,13231
3318,4025,18422,13206,9,4025
3319,15021,13399,13212,5,15021
3320,32723,29579,13217,5,29579
3321,27607,25023,12814,4,25023
3322,10231,18122,12990,5,10231
3323,27531,29462,13204,5,27531
3324,21177,23331,13204,5,21177
3325,33439,23462,13204,5,33439
3326,17741,28762,13204,5,28762
3327,13267,36312,13204,5,13267
3328,17123,24227,13204,5,17123
3329,13944,17264,13206,9,13944
3330,14739,23753,13210,5,14739
3331,10990,26826,13210,5,26826
3332,26473,36397,13211,5,26473
3333,8659,42971,13211,5,8659
3334,11020,30537,13213,9,30537
3335,17749,23240,13213,9,17749
3336,19871,24703,13213,9,19871
3337,24397,26320,13219,5,26320
3338,22056,13008,13219,5,22056
3339,26627,12194,13219,5,12194
3340,14977,18375,13219,5,18375
3341,26706,27779,13219,5,26706
3342,26236,9941,13219,5,9941
3343,22704,10288,13220,9,22704
3344,22774,7286,13220,9,7286
3345,7348,28898,13220,9,28898
3346,49890,22158,12814,4,49890
3347,10995,14432,12814,5,10995
3348,3577,25171,12814,5,3577
3349,831,6002,12814,5,831
3350,677,11881,12814,5,677
3351,20650,961,12814,5,961
3352,6848,11923,12814,5,6848
3353,10363,22979,13206,9,22979
3354,17903,9493,13206,9,9493
3355,17964,25757,13207,9,25757
3356,27084,23997,13207,9,27084
3357,25368,10929,13207,9,10929
3358,13987,18440,13209,5,18440
3359,22189,27754,13209,5,22189
3360,34103,13804,13209,5,34103
3361,43950,2247,13210,5,2247
3362,11224,13950,13210,5,11224
3363,27358,34548,13210,5,27358
3364,18225,21312,13219,5,18225
3365,10500,33298,13220,9,33298
3366,5150,38993,12814,4,5150
3367,49881,44267,12814,4,44267
3368,5992,5838,12814,5,5992
3369,25165,11522,12814,5,11522
3370,1837,563,12814,5,1837
3371,24008,1113,12814,5,1113
3372,14407,43019,12814,5,43019
3373,12594,3639,12990,5,3639
3374,838,10011,12990,5,838
3375,1035,578,12814,5,578
3376,12229,29469,13207,9,29469
3377,21397,20702,13209,5,21397
3378,5993,26424,13209,5,26424
3379,21548,27547,13209,5,27547
3380,13617,21893,13211,5,13617
3381,1687,30839,13211,5,1687
3382,40383,22269,13211,5,22269
3383,9243,29716,13211,5,9243
3384,30931,34693,13213,9,30931
3385,11226,935,12814,5,935
3386,4045,18017,12814,5,4045
3387,3985,4009,12814,5,3985
3388,18648,619,12990,5,619
3389,48693,44966,12990,9,48693
3390,10492,21396,13209,5,21396
3391,21623,12544,13210,5,12544
3392,12195,28774,13214,9,28774
3393,17358,13626,13214,9,13626
3394,673,1042,12814,5,673
3395,468,5054,12814,5,468
3396,34447,38182,12814,4,34447
3397,18720,29610,13208,9,18720
3398,24841,14894,13208,9,14894
3399,7732,23099,13208,9,23099
3400,7555,22444,13216,5,7555
3401,4344,29180,13216,5,29180
3402,3685,22707,13216,5,22707
3403,29257,27113,13216,5,27113
3404,1798,31120,13216,5,31120
3405,30353,36333,13216,5,36333
3406,28860,12222,13216,5,12222
3407,18612,28600,13216,5,18612
3408,10320,13031,13217,5,10320
3409,31358,20559,13217,5,31358
3410,13101,27783,13217,5,27783
3411,21499,21431,13217,5,21499
3412,28932,31331,13217,5,28932
3413,14588,18365,13217,5,14588
3414,18771,13607,13218,5,13607
3415,8440,43928,13218,5,8440
3416,4453,11358,13218,5,11358
3417,29665,38783,13218,5,29665
3418,20285,17250,13218,5,17250
3419,17018,30626,13218,5,17018
3420,8706,20102,13218,5,8706
3421,24840,30629,13218,5,24840
3422,12498,23012,13208,9,12498
3423,22798,12852,13214,9,12852
3424,30470,31782,13214,9,30470
3425,12938,7612,13215,5,12938
3426,3849,22227,13215,5,3849
3427,8354,23998,13215,5,23998
3428,27531,21177,13204,9,27531
3429,33439,17741,13204,9,33439
3430,12226,19942,13204,9,12226
3431,13267,17123,13204,9,17123
3432,38278,39942,12814,5,38278
3433,4025,13944,13206,10,13944
3434,17903,10363,13206,10,10363
3435,641,43950,13210,9,641
3436,11224,14739,13210,9,14739
3437,17005,12767,13212,9,17005
3438,26926,8662,13212,9,8662
3439,14892,13966,13212,9,13966
3440,15021,18089,13212,9,18089
3441,24647,24397,13219,9,24397
3442,22056,18225,13219,9,18225
3443,26627,14977,13219,9,26627
3444,5150,49881,12814,5,5150
3445,11704,8721,12814,6,11704
3446,5083,4236,12990,9,4236
3447,17964,27084,13207,10,27084
3448,12229,25368,13207,10,25368
3449,10990,27358,13210,9,27358
3450,21623,14884,13210,9,14884
3451,26473,13617,13211,9,13617
3452,3685,29257,13216,9,3685
3453,18612,28860,13216,9,18612
3454,26236,26706,13219,9,26236
3455,10500,22704,13220,10,22704
3456,22774,7348,13220,10,7348
3457,6340,39868,12814,5,39868
3458,13511,34447,12814,5,34447
3459,6691,17474,12814,6,17474
3460,1075,655,12814,6,1075
3461,10231,18648,12990,9,10231
3462,11181,19584,13205,5,19584
3463,11981,24849,13205,5,11981
3464,13800,18748,13205,5,13800
3465,20819,8787,13205,5,8787
3466,10971,23075,13205,5,23075
3467,1687,40383,13211,9,1687
3468,9243,23348,13211,9,9243
3469,11020,30931,13213,10,11020
3470,17749,19871,13213,10,19871
3471,25332,50653,12814,5,25332
3472,8806,672,12814,6,672
3473,674,22434,12814,6,674
3474,5837,918,12814,6,5837
3475,16433,26221,12990,9,26221
3476,1035,677,12814,6,677
3477,13987,21397,13209,9,21397
3478,22189,10051,13209,9,10051
3479,5993,10492,13209,9,10492
3480,21548,34103,13209,9,34103
3481,7555,4344,13216,9,7555
3482,1798,30353,13216,9,1798
3483,7295,4010,12814,6,4010
3484,1092,7043,12814,6,1092
3485,12594,838,12990,9,838
3486,38383,21017,12990,4,21017
3487,19084,38383,12990,9,19084
3488,18483,9229,13205,5,9229
3489,12195,22798,13214,10,22798
3490,30470,17358,13214,10,30470
3491,8440,18771,13218,9,18771
3492,29665,4453,13218,9,4453
3493,17018,20285,13218,9,17018
3494,24840,8706,13218,9,24840
3495,24841,18720,13208,10,18720
3496,7732,12498,13208,10,12498
3497,11388,14889,13215,9,11388
3498,12938,3849,13215,9,3849
3499,11309,8354,13215,9,11309
3500,13231,9543,13215,9,9543
3501,10320,32723,13217,9,10320
3502,31358,13101,13217,9,13101
3503,21499,23146,13217,9,23146
3504,14588,28932,13217,9,28932
3505,17005,26926,13212,10,17005
3506,15021,14892,13212,10,15021
3507,27531,33439,13204,10,33439
3508,13267,12226,13204,10,12226
3509,17903,4025,13206,12,4025
3510,41095,38137,12814,5,38137
3511,13445,20819,13205,9,13445
3512,22056,24647,13219,10,24647
3513,26236,26627,13219,10,26236
3514,49890,27607,12814,5,49890
3515,20650,24008,12814,6,20650
3516,18483,11181,13205,9,11181
3517,25451,10971,13205,9,10971
3518,12229,17964,13207,12,17964
3519,22189,13987,13209,10,13987
3520,26473,1687,13211,10,1687
3521,11020,17749,13213,12,11020
3522,3685,7555,13216,10,7555
3523,10320,31358,13217,10,31358
3524,14588,21499,13217,10,21499
3525,12594,10231,12990,10,10231
3526,11981,13800,13205,9,13800
3527,7732,24841,13208,12,7732
3528,5993,21548,13209,10,21548
3529,11224,641,13210,10,641
3530,21623,10990,13210,10,10990
3531,18612,1798,13216,10,1798
3532,10500,22774,13220,12,22774
3533,673,468,12814,6,673
3534,5083,16433,12990,10,5083
3535,30470,12195,13214,12,30470
3536,28063,36588,12814,5,36588
3537,1837,25165,12814,6,1837
3538,831,3577,12814,6,831
3539,6848,3985,12814,6,3985
3540,5992,10995,12814,6,5992
3541,11226,4045,12814,6,4045
3542,18483,11981,13205,10,11981
3543,25451,13445,13205,10,13445
3544,29665,8440,13218,10,8440
3545,24840,17018,13218,10,17018
3546,11388,12938,13215,10,11388
3547,13231,11309,13215,10,11309
3548,27531,13267,13204,12,27531
3549,12594,5083,12990,12,5083
3550,17005,15021,13212,12,17005
3551,30419,31782,12815,4,31782
3552,41747,37003,12815,4,37003
3553,34605,31455,12815,4,34605
3554,27482,11948,12991,1,11948
3555,18076,10505,12991,1,10505
3556,1823,7895,12991,1,7895
3557,10411,36397,12991,1,10411
3558,13674,42971,12991,1,13674
3559,20750,24179,12991,1,24179
3560,12871,11438,12992,1,11438
3561,26922,26421,12992,1,26922
3562,19584,8722,12992,1,8722
3563,5904,4008,12992,1,4008
3564,10404,11816,12992,1,11816
3565,31392,736,12992,1,736
3566,11310,12430,12992,1,12430
3567,23075,48642,12992,1,23075
3568,24877,6150,12993,1,24877
3569,18483,25451,13205,12,25451
3570,11224,21623,13210,12,21623
3571,9243,26473,13211,12,26473
3572,14588,10320,13217,12,10320
3573,24840,29665,13218,12,29665
3574,26236,22056,13219,12,26236
3575,38135,49890,12814,6,49890
3576,6691,11704,12814,7,11704
3577,34861,34844,12815,4,34844
3578,29673,35321,12815,4,29673
3579,39306,35323,12815,4,35323
3580,18748,17928,12991,1,17928
3581,20653,29715,12991,1,20653
3582,7801,9907,12991,1,9907
3583,23348,30801,12991,1,30801
3584,23142,25000,12991,1,25000
3585,1687,29716,12991,1,1687
3586,22429,10844,12992,1,10844
3587,20465,25533,12992,1,25533
3588,29959,19474,12992,1,19474
3589,28895,13796,12992,1,13796
3590,28171,12202,12993,1,28171
3591,29183,21560,12993,1,21560
3592,8158,31201,12993,1,8158
3593,22189,5993,13209,12,5993
3594,28063,49942,12814,6,49942
3595,1092,7295,12814,7,1092
3596,33614,36519,12815,4,36519
3597,30978,29657,12815,4,29657
3598,31859,46776,12815,4,31859
3599,28742,36617,12815,4,28742
3600,20694,32817,12991,1,20694
3601,11489,26845,12991,1,11489
3602,7818,27482,12991,2,7818
3603,1823,18076,12991,2,1823
3604,10411,18748,12991,2,10411
3605,23142,20750,12991,2,20750
3606,13269,24646,12992,1,13269
3607,10011,7245,12992,1,10011
3608,882,21070,12992,1,882
3609,26965,48442,12992,1,48442
3610,11310,23075,12992,2,11310
3611,20846,22600,12993,1,22600
3612,6228,970,12993,2,970
3613,7889,11492,12993,2,11492
3614,20653,7801,12991,2,7801
3615,13674,23348,12991,2,13674
3616,20694,6254,12991,2,6254
3617,12871,26922,12992,2,26922
3618,29959,28895,12992,2,29959
3619,5904,19584,12992,2,5904
3620,31392,10404,12992,2,10404
3621,7462,28171,12993,2,28171
3622,11521,29183,12993,2,11521
3623,7317,14965,12993,2,7317
3624,3685,18612,13216,12,18612
3625,674,8806,12814,7,8806
3626,1075,5837,12814,7,1075
3627,34337,50137,12815,4,34337
3628,44555,46717,12815,4,46717
3629,34233,40605,12815,4,40605
3630,11489,1687,12991,2,1687
3631,22429,882,12992,2,882
3632,26965,20465,12992,2,20465
3633,12896,8158,12993,2,12896
3634,20846,14891,12993,2,14891
3635,36767,48871,12815,4,36767
3636,33648,38275,12815,4,33648
3637,39310,28992,12815,4,39310
3638,40434,46722,12815,4,40434
3639,37577,38936,12815,4,38936
3640,24877,3316,12993,2,3316
3641,11388,13231,13215,12,13231
3642,17123,29922,13221,4,17123
3643,34537,19942,13221,4,19942
3644,10411,20653,12991,3,20653
3645,9043,9839,12991,4,9839
3646,25294,20168,13221,4,20168
3647,28075,23973,13221,4,23973
3648,17830,32203,13221,4,17830
3649,7818,1823,12991,3,7818
3650,13674,23142,12991,3,13674
3651,20694,11489,12991,3,11489
3652,7757,6431,12991,4,6431
3653,13269,10011,12992,2,13269
3654,6228,24877,12993,3,6228
3655,7889,7462,12993,3,7462
3656,7317,20846,12993,3,7317
3657,3054,11881,12991,4,11881
3658,12896,11521,12993,3,11521
3659,23238,25926,13227,4,23238
3660,28812,17747,13227,4,28812
3661,25795,1264,12991,4,1264
3662,25543,20104,12991,4,20104
3663,13269,22429,12992,3,13269
3664,12871,26965,12992,3,12871
3665,5904,29959,12992,3,29959
3666,31392,11310,12992,3,11310
3667,17009,34548,13223,4,34548
3668,22428,38274,13223,4,22428
3669,13637,31663,13223,4,13637
3670,17264,30565,13223,4,30565
3671,9887,11005,13228,4,11005
3672,24009,13626,13228,4,13626
3673,14465,18380,13228,4,14465
3674,17357,12535,13228,4,12535
3675,19879,24255,13230,4,19879
3676,9833,30856,12991,4,9833
3677,50271,44820,12991,4,44820
3678,728,34539,12991,4,728
3679,7818,11701,12991,4,11701
3680,14982,6081,12991,4,6081
3681,26218,10411,12991,4,10411
3682,10415,27357,12992,4,10415
3683,1936,21506,12992,4,1936
3684,1747,8721,12992,4,8721
3685,10828,7970,12992,4,7970
3686,14814,5129,12992,4,5129
3687,19962,3316,12993,4,3316
3688,762,20099,12993,4,762
3689,9584,9305,12993,4,9584
3690,22437,11815,13231,4,22437
3691,28932,20102,13231,4,28932
3692,11358,24706,13231,4,11358
3693,10203,29960,13231,4,10203
3694,25332,41095,12814,6,25332
3695,35036,32729,12815,4,32729
3696,36263,28774,12815,4,28774
3697,41964,46752,12815,4,46752
3698,13674,23299,12991,4,13674
3699,18017,20653,12991,4,18017
3700,12594,13447,12991,4,13447
3701,13957,13269,12992,4,13269
3702,616,23816,12992,4,616
3703,3996,4454,12992,4,4454
3704,14609,9840,12992,4,9840
3705,20648,22429,12992,4,20648
3706,9488,18016,12993,4,9488
3707,34493,22844,12993,4,34493
3708,11517,4149,12993,4,4149
3709,12896,5058,12993,4,5058
3710,36063,46720,12815,4,46720
3711,22439,20694,12991,4,22439
3712,10202,10231,12991,4,10231
3713,4146,23142,12991,4,4146
3714,6002,838,12992,4,838
3715,14177,13765,12992,4,14177
3716,7345,23640,12992,4,7345
3717,13048,12871,12992,4,12871
3718,6962,5904,12992,4,6962
3719,7889,8396,12993,4,8396
3720,1266,6228,12993,4,1266
3721,20979,48643,13232,4,20979
3722,22800,29903,13232,4,22800
3723,36470,32996,13232,4,36470
3724,34789,14536,13232,4,14536
3725,17358,14329,13232,4,17358
3726,29967,30847,13232,4,29967
3727,9109,31200,13232,4,9109
3728,50925,36422,12991,4,50925
3729,23235,52003,12993,4,23235
3730,33439,34848,13221,4,33439
3731,14510,34489,13221,4,14510
3732,13069,30119,13221,4,13069
3733,26009,28763,13221,4,26009
3734,17741,35539,13221,4,17741
3735,23815,17831,13221,4,23815
3736,27531,21762,13221,4,27531
3737,13073,24227,13221,4,24227
3738,36278,29463,13221,4,29463
3739,28073,50633,13222,4,28073
3740,29943,28302,13222,4,28302
3741,11797,12767,13222,4,12767
3742,11742,14892,13222,4,11742
3743,17005,30748,13222,4,17005
3744,18089,25172,13222,4,18089
3745,26926,29151,13222,4,29151
3746,12226,27116,13222,4,27116
3747,8308,32723,13222,4,32723
3748,4019,32621,13222,4,4019
3749,23331,13966,13222,4,13966
3750,15021,22430,13222,4,15021
3751,34538,8812,13222,4,8812
3752,9997,26143,13222,4,26143
3753,8662,13940,13222,4,8662
3754,16996,1125,13222,4,1125
3755,4025,2034,13223,4,2034
3756,28295,13944,13223,4,13944
3757,18422,21973,13223,4,18422
3758,18189,21105,13223,4,21105
3759,14410,11928,13223,4,11928
3760,9493,42737,13223,4,9493
3761,18250,19755,13223,4,18250
3762,22979,30395,13223,4,22979
3763,10363,23313,13223,4,10363
3764,25160,28773,13223,4,25160
3765,17903,21949,13223,4,17903
3766,22428,13637,13223,5,13637
3767,14427,23753,13226,4,23753
3768,12544,18665,13226,4,12544
3769,26826,14534,13226,4,14534
3770,34103,31600,13226,4,34103
3771,14861,24297,13227,4,14861
3772,30931,25863,13227,4,30931
3773,23240,20764,13227,4,20764
3774,19871,29050,13227,4,19871
3775,14616,23315,13227,4,23315
3776,29047,25927,13227,4,25927
3777,25861,29353,13227,4,25861
3778,30537,30607,13227,4,30537
3779,17004,17749,13227,4,17749
3780,24721,30971,13228,4,24721
3781,12195,10075,13228,4,12195
3782,22906,18122,13228,4,18122
3783,26890,33276,13228,4,26890
3784,13398,20100,13228,4,20100
3785,20285,31698,13228,4,31698
3786,26061,26832,13228,4,26832
3787,11981,1886,13228,4,11981
3788,30692,36670,13228,4,36670
3789,10713,30809,13229,4,30809
3790,11575,24240,13229,4,11575
3791,3754,30839,13230,4,3754
3792,36118,21822,13230,4,21822
3793,14561,42681,13230,4,14561
3794,38463,37881,12815,4,38463
3795,17123,25294,13221,5,17123
3796,17830,36278,13221,5,36278
3797,13804,29117,13225,4,13804
3798,28346,30550,13225,4,28346
3799,29667,26077,13225,4,29667
3800,10492,20705,13225,4,20705
3801,21548,43018,13225,4,21548
3802,20702,27547,13225,4,27547
3803,11957,30629,13231,4,11957
3804,36114,20354,13231,4,36114
3805,8440,24073,13231,4,8440
3806,14387,26702,13228,4,14387
3807,13231,23144,13229,4,13231
3808,23998,36603,13229,4,23998
3809,32383,10978,13229,4,10978
3810,19685,7906,13229,4,19685
3811,8354,25227,13229,4,8354
3812,12977,31036,13229,4,12977
3813,21553,24955,13229,4,24955
3814,9543,25873,13229,4,9543
3815,24650,29176,13229,4,29176
3816,14889,23532,13229,4,14889
3817,13069,28075,13221,5,13069
3818,34537,26009,13221,5,26009
3819,10975,14967,13224,4,14967
3820,25818,4373,13224,4,4373
3821,15000,49949,13224,4,15000
3822,14898,25546,13224,4,14898
3823,24841,18746,13224,4,18746
3824,11323,22277,13224,4,22277
3825,23099,25408,13224,4,23099
3826,23012,38876,13224,4,23012
3827,4019,8308,13222,5,8308
3828,15021,23331,13222,5,15021
3829,34538,9997,13222,5,34538
3830,16996,8662,13222,5,8662
3831,6340,30507,12814,6,30507
3832,25332,38278,12814,9,38278
3833,30470,29732,12815,4,29732
3834,34973,45553,12815,4,45553
3835,9833,7818,12991,5,7818
3836,7757,25795,12991,5,7757
3837,31392,12614,12992,4,12614
3838,4025,17009,13223,5,4025
3839,28295,18422,13223,5,18422
3840,43553,18189,13223,5,18189
3841,9493,14410,13223,5,9493
3842,22979,18250,13223,5,22979
3843,17903,17264,13223,5,17903
3844,29795,6694,13226,4,6694
3845,10990,17929,13226,4,10990
3846,43950,17837,13226,4,17837
3847,5992,1837,12814,7,5992
3848,831,673,12814,7,673
3849,20650,1035,12814,7,1035
3850,11226,6848,12814,7,6848
3851,5150,38135,12814,9,5150
3852,34337,31859,12815,5,34337
3853,33502,36063,12815,5,33502
3854,37164,44555,12815,5,44555
3855,34233,28742,12815,5,28742
3856,36767,33648,12815,5,33648
3857,34686,34861,12815,5,34861
3858,40434,29673,12815,5,29673
3859,37577,34605,12815,5,34605
3860,13674,14982,12991,5,13674
3861,22439,3054,12991,5,3054
3862,13429,10320,12993,4,13429
3863,26221,7317,12993,4,7317
3864,7772,16994,12993,4,7772
3865,25160,10363,13223,5,10363
3866,891,26892,13225,4,891
3867,23160,35498,13225,4,35498
3868,23337,26424,13225,4,26424
3869,21396,30211,13225,4,30211
3870,23204,21623,13226,4,21623
3871,11224,8858,13226,4,11224
3872,14616,23238,13227,5,23238
3873,30537,39322,13227,5,30537
3874,17004,28812,13227,5,28812
3875,14959,23082,13230,4,23082
3876,19857,33058,13230,4,33058
3877,8216,26149,13230,4,8216
3878,21463,26471,13230,4,21463
3879,13017,27056,13232,4,13017
3880,14977,26414,13232,4,14977
3881,14479,33516,13232,4,14479
3882,9941,20418,13232,4,9941
3883,25934,31702,13232,4,25934
3884,30978,33614,12815,5,33614
3885,35036,38463,12815,5,38463
3886,30419,41747,12815,5,41747
3887,25543,12594,12991,5,12594
3888,50271,38160,12991,9,38160
3889,50268,29029,12816,4,29029
3890,578,563,12816,5,563
3891,12614,9658,13158,5,9658
3892,10971,13765,13159,5,13765
3893,13048,9259,13160,5,9259
